index,text,year,is_complaint_true,delay,crowding,expensive,derail,hygiene,management
115,"Train no 20801 magadh exp There is no coach attendant, no cleaning staff ..they have given dirty blankets to me plz look in it.. #IRCTC #IndianRailways",2022,1,0,0,0,0,1,0
116,#IndianRailways family is going in Train no 12780 Vascodagama train berth no 25 and 26.. she is alone with 2 kids and rest seats are occupied by bachelors and they are disturbing.. pls resolve it.. they are taking pics without asking permission..  Pls I request to change her seat,2022,1,0,0,0,0,0,1
117,"Sir, I'm traveling by 15075 triveni exp  from chopan to Lucknow in AC-2 Tier on birth no. 7 , in this train attendant is not ready to provide bedroll etc to passenger's . Even TT also unable to help in this regard. Kindly look into the matter and do needful pl.
#IndianRailways",2022,1,0,0,0,0,0,1
118,"You are talking about to run hi-speed train but till now you not able to run SF Express on time .
Long dintence train 12372 is atoung d 4 hr late .  first run the trains on time then give trial of bande bharat",2022,1,1,0,0,0,0,0
119,"रेलवे के 3 करोड़ यूज़र्स का डेटा लीक होने के साथ-साथ गंभीर चिंता का विषय तो यह है कि, सभी रेलगाड़िया 15-20 घंटे विलंभ हो रही है या तो सीधा रद्द करदी जा रही है बिना किसी सूचना के !! 

आम जानता को झटका देने में कोई भी कसर नहीं छोड़ रही सरकार!
#IndianRailways 
@INCIndia
 @INCCG",2022,1,1,0,0,0,0,1
120,"@RailMinIndia
 @IRCTCofficial
 the amount of rs 5 rupees charge for toilet at siwan railway junction while it is free of cost .",2022,1,0,0,0,0,1,0
121,"After targeting AIIMS last month, hackers have now attacked Indian Railways. Per reports, the data of 30 million passengers who booked tickets is available on the dark web. Read on for more details. #IndianRailways 
https://newsbytesapp.com/news/science/hacker-reportedly-stole-data-of-railway-passengers/story…",2022,1,0,0,0,0,0,0
122,"हैकर्स ने चुरा ली 3 करोड़ यात्रियों की जानकारी, रेलवे की डेटा सुरक्षा में बड़ी चूक.

#IndianRailways 

https://editorji.com/hindi/business-news/indian-railways-hackers-stole-information-of-3-crore-passengers-big-lapse-in-data-security-of-railways-1672212977134…",2022,1,0,0,0,0,0,0
123,"Cancel Train List Today: रेलवे ने 274 ट्रेनें की रद्द, देखें कैंसिल ट्रेन की पूरी लिस्ट 

#CancelledTrainList #IndianRailways #BreakingNews 

https://zeenews.india.com/hindi/zee-hindustan/utility-news/indian-railways-cancelled-274-train-today-on-29-december-check-full-list/1505784…",2022,1,0,0,0,0,0,1
124,"People are being cheated by the parking contractor at #Nanded railway station. The contract license of the contractor who is charging extra should be canceled permanently.
@drmned
 @SCRailwayIndia
 #नांदेड 
@IRCTCofficial
 @RailwaySeva
 @RailMinIndia
 @gmscrailway
 #IndianRailways",2022,1,0,0,0,0,0,1
125,"@AshwiniVaishnaw
 @PMOIndia
 @narendramodi
            @DarshanaJardosh
 @drmjabalpur
 करेली (ky) स्टेशन पर डिस्प्ले नहीं है जिससे अनेक दुर्घटनाएं हो चुकी है स्थानीय रेलवे कर्मचारी उद्घोषणा भी नहीं करते कोच स्थिति क्लियर ना होने से जिससे रोज यात्री परेशान होते हैं कार्यवाही करें",2022,1,0,0,0,0,1,1
126,"Nobody come to attend it worst services by Indian railways 
@drmjabalpur
 @drm_dli
 @PiyushGoyalOffc
 @PMOIndia
 @RailwaySeva
 @RailMinIndia",2022,1,0,0,0,0,0,1
127,"@RailMinIndia
 @SCRailwayIndia
 @AshwiniVaishnaw
 @IRCTCofficial
 @RailwaySeva
 train frm Hyd(KCG) to Bangalore(YNK)(12785) missed as wrong platform no.was displayed on station display board. Gross carelessness(PNR 464977839, DOJ:25.12.22)pls refund ticket amnt n take action",2022,1,0,0,0,0,0,1
128,"Nind kharab ho rahi he krpta is mamle ko turat sangyan me le or krvahi krte agar hm 1900 ka ticket lekr bhi sukun se so nhi paa rahe he to mujhe mera pesa rifand chahiye 
@AshwiniVaishnaw
 @PMOIndia
 @narendramodi
 @AmitShah
 @RailMinIndia",2022,1,0,0,0,0,0,0
129,"@AshwiniVaishnaw
 @RailMinIndia
 @drmncrald
 @DrmEcr
 #swchchh 
12295 ke A-2 ki sthiti hai ye bas isi baat se aap andaza laga lijiye ki kitni safai aur service di ja rahi hai training mein 30min ho gaye abhi tak attendant hi nahi aaya",2022,1,0,0,0,0,1,0
130,"@indianrail
 @RailMinIndia
 worst service in train 12302 from NDLS to Gaya and then from gaya to ASN...not train attendant available and when I requested the pantry boy to call his.manager with the log book no one came after that ,no one to help old people who are 72 and 68 yr old",2022,1,0,0,0,0,0,1
131,"@PiyushGoyal
 @RailMinIndia
 
As I have complain regarding parking at din dayal railway station aT 10.30 pm around
Parking person charge 50 as entry for dropped passenger at station
 Your RailMadad Reference Number 2022122907226 is under process.noted. CRIS/RailMadad",2022,1,0,0,0,0,0,1
132,"@RailMinIndia
 @AshwiniVaishnaw
 Moradabad station VIP lounge has been locked, me and my team arrived at the station at 3:00 AM & travelling by 3AC however there is no AC waiting room…station master said VIP LOUNGE is only meant for ministers..this is RIDICULOUS!!",2022,1,0,0,0,0,0,1
133,"@RailMinIndia
 @AshwiniVaishnaw
 Travelling in Train No.18011 in 3AC Coach B1, we did not receive Blankets please resolve as soon as possible it's cold out here and we have kids and senior citizens travelling along,please help...",2022,1,0,0,0,0,1,0
134,"@RailNf
 @RailMinIndia
 @AshwiniVaishnaw
 sir is bedding provided without cover and damp? . Travelling on 15909 Avadh Assam Express from GHY to NJP and had to face this. Attendent is also ignorant of the situation and saying “complain karna hai to kardo, office se aise hi aaya hai”",2022,1,0,0,0,0,1,0
135,"Sir Banaras aur Varanasi station code names are very confusing
Please change them for better convenience
Varanasi Jn ( *BSB* ) n Banaras ( *BSBS* )
I got confused on my first visit
@RailMinIndia
Please consider this",2021,1,0,0,0,0,0,1
136,"The 
@Gmwrly
 should wake up and look into this. 
No money to build atleast ONE bridge on a station that has 2 platforms? 
Our 
@RailMinIndia
 is much better than this.. I'm sure.",2021,1,0,0,0,0,0,1
137,"Someone has stolen my bag in Patna Kota Express and there is Police in entire Sleeper
#IndianRailways",2021,1,0,0,0,0,0,1
138,"Jaisalmer(The Golden City) is very nice  place to visit in western Rajasthan.
But the Railway station washroom given me a very bad experience.
It's very dirty, waste water is everywhere. Is it swach Bharat?
@RailMinIndia
 @NWRailways
 @GMNWRailway",2021,1,0,0,0,0,1,0
139,"Why india train always  too late sir ?   
@AshwiniVaishnaw
  can u solve this problem as soon possible  sir ! 
@AshwiniVaishnaw
 @RailMinIndia
 @WesternRly",2021,1,1,0,0,0,0,0
140,"Tarin no 13240 not show tarin live status.. So can you update 
@RailMinIndia
  @RailwaySeva
  @IRCTCofficial",2021,1,0,0,0,0,0,0
141,"Train 13240 को क्यु रोक कर रखा गया है, पिछले चार घंटे में 50 किमी भी नहीं चली 
PNR-8145426011 
@drmncrald
 @DRM_Agra
 @RailMinIndia",2021,1,1,0,0,0,0,0
142,"जब डिजिटल इंडिया नही था तब ऑनलाइन इनकम टैक्स रिटर्न और रेल टिकट बनाना बहुत आसान था।अब अरबों खर्च कर के भी सब इतना पेचीदा बना दिया है की इंसान अपना सर पिटले । ये भी एक घोटाला ही होगा 
@nsitharaman
 @RailMinIndia
 @RahulGandhi
 @news24tvchannel
 @aajtak
 @ABPNews
 @BBCHindi
 @narendramodi",2021,1,0,0,1,0,0,0
143,"Hi 
@RPF_INDIA
 @RailMinIndia
 @RailwaySeva
 i am travelling from Jaipur to Ambala in 19717 train today.
Here is my seat details coach b-4, seat 8.
There are 4 boys around my seat & (not sure) they are drunk and smoked sometime back! And are creative nuisance
Please act asap",2021,1,0,0,0,0,1,0
144,"trvling frm nagda to pune seat B1 9 with fmly A station godhra in btw whl sleping polc cam & strt chkng the bags whn askd thy wr srchng 4 alcohol as GUJ is dry stat v r trvling frm mp to MAH y v need to show them my bag
Is this valid?
 
@RailwaySeva
 @RailMinIndia
 @AshwiniVaishnaw",2021,1,0,0,0,0,0,0
145,"@PiyushGoyal
 @IRCTCofficial
 @RailMinIndia
 @RailwaySeva
 good job installing water reducing flush but at least make them run! Unhygienic seats and washrooms (no cleaning/sanitisation)! This is happening during a pandemic, God knows what you’ll do in the third wave!",2021,1,0,0,0,0,1,0
146,"Concern & inconvenience to passengers. that train number 13240, from Mathura to Varanasi (Kota Patna Express) is late for 2 hrs. We are still waiting on platform. Appreciate your help here. Thank you! 
@RailMinIndia
 @AshwiniVaishnaw",2021,1,1,0,0,0,0,0
147,"The waiting chairs of ""Upper Class and Sleeping Class waiting room at Sawai Madhopur station, Platform 1, needs repairing and regular maintenance. Being a tourist hub this place needs attention. 
@RailMinIndia
 @AshwiniVaishnaw
 @ashokgehlot51
 @danishabrar2016
 @JaunapuriaSS",2021,1,0,0,0,0,1,0
148,"आखिर रेलवे 2018 की तरह सभी ट्रेनों के सामान्य डिब्बो में अनारक्षित टिकट व्यवस्था कब लागू करेगा।
या फिर कोई बड़ा हादसा होने का इंतजार कर रहा है। 
@PMOIndia
@narendramodi
 @AshwiniVaishnaw
 @RailMinIndia
 @RailwaySeva
 @raosahebdanve
 @DarshanaJardosh
 @raosaheboffice",2021,1,0,0,0,0,0,1
149,"#IndianRailways 
@RailMadad
 @IRCTCofficial
 
Atleast search the bag in train with me,
There is no police in entire Sleeper,

Thank you for contacting us. Your RailMadad Reference No. is: 2021123000119. You can track your concern on https://railmadad.indianrailways.gov.in/madad/final/home.jsp… .CRIS/RailMadad",2021,1,0,0,0,0,0,1
150,"#IndianRailways have no value of people's time. They should never give schedule if they are not gonna follow it.
#shamerailways",2021,1,1,0,0,0,0,0
151,"Respected 
@WesternRly
 @RailwaySeva
 @SpokespersonIR
 officials we would like to bring into notice that 'Sanjan Railway station' doesn't have Operating Toilets as also confirmed with station officials. Request to please look in to this and resolve at earliest. #IndianRailways",2021,1,0,0,0,0,1,0
152,"रेल रोको आंदोलन: पंजाब में किसानों का आंदोलन जारी, अब तक 180 ट्रेनें रद्द

https://bit.ly/3FyXDwQ

#indianrailways #punjab #farmersprotest",2021,1,1,0,0,0,0,0
153,#corruption of another level. #IndianRailways https://indianexpress.com/article/cities/patna/railway-engineer-officials-sell-vintage-steam-engine-scrap-bihar-7690246/?fbclid=IwAR2lRwP8EIIPLCce8nnPfbf_MsnSL5OjfHdpPqNcQ32CXRfNf815rz2oc_c…,2021,1,0,0,0,0,0,1
154,"#IndianRailways ने 278 ट्रेनों को कैंसिल कर दिया है
@IRCTCofficial
 

https://zeenews.india.com/hindi/business/indian-railways-has-cancelled-278-trains-on-24-december-2021-check-the-list/1054530…",2021,1,1,0,0,0,0,1
155,"228 ट्रेनें आज पूरी तरह रहेंगी रद्द 
#Trains #IndianRailways #Travel 
https://aajtak.in/india/news/story/indian-railway-cancelled-trains-list-29-dec-2021-irctc-diverted-trains-running-status-enquiry-indianrail-gov-in-ntes-update-lbs-1382149-2021-12-29…",2021,1,1,0,0,0,0,0
156,Wow! The mentality of a Raja & his govt. Thinks that malnourished people living on <30 Rs a day will all travel by planes. His 'Fakeer' PM who changes 4 designer dresses a day&travels in an 8000 Cr plane & building a 8000 Cr house for himself on our money wants to destroy Railway,2021,1,0,0,1,0,0,1
157,"रेलवे टिकट फुल हो जाते हैं वेटिंग में लेना पड़ता है
जनरल डब्बे भी फुल रहते हैं तो फिर रेलवे घाटे में कैसे चला जाता है!
#IndianRailways 
@PiyushGoyalOffc
 
@PiyushGoyal",2021,1,0,1,0,0,0,1
158,"Is 3.5 hrs the right time to communicate that train won’t be departing from the designated station? Train No 12308 on 28th Dec was canceled from Jodhpur! This is so pathetic 
@RailMinIndia
 @ashwinivaishnaw
 #IndianRailways",2021,1,1,0,0,0,0,0
159,"The next ones protesting would be the Railway Employees as Indian Railways would be sold to Modijis bestie Adani

Only thing constant in BJP regime are protests by various sections of the society for their just demands.

Keep hustling,keep up the good fight,the fascists wil leave",2021,1,0,0,0,0,0,0
160,#Bloomberg's Investigation Report seems more like a report written by the Propaganda Wing of the CCP in Beijing. Hope New Delhi will issue orders for the paper it is printed on to be used as toilet tissue in Indian Railways....,2021,1,0,0,0,0,1,0
161,"A few seats in every coach of #Vikramshila Superfast #Express and #Bhagalpur Garib Rath would be earmarked to provide a safe and comfortable #journey to the female #passengers.

#indianrailways 
https://thelogicalindian.com/gender/indian-railways-reserved-berths-women-passengers-bihar-trains-32864…",2021,1,0,0,0,0,0,0
162,Duronto (Train#12261) from Mumbai to Kolkata got stuck for more than 2 hours at Chakradharpur without any prior intimation. Are we really changing our expectations in Indian Railway journey or just beating around the bush!!#IndianRailways #indianrailway #RailMinIndia #RailwaySeva,2021,1,1,0,0,0,0,0
163,"Is Railfanning is a crime in India? Why always RPFs were stop us while capturing beautiful moments in railway station! Is that railfanning is offence? Still confused #irts 
@RailMinIndia
 @IRTSassociation
 @rahmanology
 @Ananth_IRAS
 #indianrailways 
@RPF_INDIA",2021,1,0,0,0,0,0,0
164,"Damn Indian railways and damn their 3rd AC middle seats!
Plus I got a chatty co-passenger who is continuously exchanging gossip with someone over phone. I mean, I now literally know odd stuff about all her neighbours & relatives! I can only wish for her phone battery to die!",2021,1,0,0,0,0,0,1
165,"Stop the Massacre of Elephants on the Deadly Indian Railways! 



https://chng.it/GtdT7brC vía 
@ChangeorgAR",2021,1,0,0,0,0,0,0
166,"#Missing
Amruta Tiwari
Train: Patalkot Exp.14623
Last location: Itarsi Jn.
Mobile is switched off. Some boys were teasing in train. Was travelling to Bhopal. Railway, police & administration  not serious. Plz help.
@CMMadhyaPradesh
 @ChouhanShivraj
 @SadhviPragya_MP 
@RailMinIndia",2020,1,0,0,0,0,0,1
167,"Pls reply sir when will be porbandar- santraganchi daily special train via jetalsar upleta dhoraji bcoz jetalsar to wansjaliya all stations many passenger wait this moment 
@DRM_BVP
 @wrdrmrjt
 @WesternRly
 @RailMinIndia
 @Gmwrly
 @PiyushGoyal
 @vijayrupanibjp
 @drmhowrah
 @RailwaySeva",2020,1,0,0,0,0,0,1
168,Patna: People in large numbers travelling atop buses due to cancellation of passenger trains by Indian Railways and lockdown announced by the Bihar government,2020,1,1,1,0,0,0,0
169,"Today again We visited Shatabdi Sishu Udyan – Asansol (Children Park Run by Eastern Railway). After complain, again we found that the park is littered with garbage  everywhere. Couples behave vulgar way & getting intimate openly while there is Railway Security Guard posted.",2020,1,0,0,0,0,1,1
170,"Respected 
@v_k_yadava
 sir, hum 
@RailwayNorthern
 k around 1264 panel 2 ALPs Ko na Abhi tk joining letter Mila h aur na hi hmara training schedule release Kiya ja rha h NR HQ Baroda house se.

When we will get our joining??
@GM_NRly
 @Piyishgoyal",2020,1,0,0,0,0,0,1
171,"NTPC परीक्षा का प्रवेश पत्र अभी तक नहीं आया है जबकि जनवरी में परीक्षा है
@RailwaySeva
 @RailMinIndia
 @PiyushGoyal
 @PiyushGoyalOffc
 @GM_NRly
 @WesternRly
 @PMOIndia",2020,1,0,0,0,0,0,0
172,"2. And 12:40 PM i went to BS office to register complaint regarding that issue but strangely he was not present and got response as he has left for the day.
@RailMinIndia
 @drmmalda
 @PiyushGoyal",2020,1,0,0,0,0,0,1
173,"Is it rational? Why the same services of the central government.  Why so much injustice with a graduate railway engineer.While a Group D staff arrives at the SSE post by promotion without any engineering degree(1/1)
#TimeBoundPromotion4JESSE 
@RailMinIndia
 @PMOIndia
 @PiyushGoyal",2020,1,0,0,0,0,0,1
174,"In  Railway ,50% of JE is promoted from Gr D/Technician and they doesn't have even Diploma degree. How they can be given group B if someone doesn't have minimum technical qualification?",2020,1,0,0,0,0,0,1
175,"1/2. and a graduate engineer is admitted to Group C and retires in Group C, why it's so much difference in same central government services? 
@DoPTGoI
 please take necessary action for Railway Engineers.
@RailMinIndia
 @PiyushGoyal
 @DoPTGoI
 @WesternRly
 

#TimeBoundPromotion4JESSE",2020,1,0,0,0,0,0,1
176,"My friends are sitting in 2nd class waiting seat on platform no1 at lumding station, they are not feeling safe,Some guys r there who is starting them and there is no guard kindly pls send some help to them immediately.
@RailNf
  @RailwaySeva
 @RailMinIndia
 @gm_nfr
 PNR - 680-7690526.",2020,1,0,0,0,0,0,1
177,"Train no 05956 mein travel karna hai toh gandi smell ko jhelna padega. Abhi train chali nhi to yeh haal hai subah toh pata nahi kya hoga.
@SwachhBharatGov
 ka perfect example.
@PiyushGoyal
 ji aapke sare claims sirf jhut ke siwa kuch nahi hai.
@RailMinIndia
 @RailwaySeva
 @drmdelhi",2020,1,0,0,0,0,1,0
178,"1. Today i had visited for PRS ticket on bariarpur station code-BUP at 11:50am and till 2 PM no ticket was issued stating reason that ""No link""bcz of some  adapter is burst out. 
@RailMinIndia
 @drmmalda
 @PiyushGoyal",2020,1,1,0,0,0,0,0
179,"Bina reservation kuch log 02131 coach S7 pune jbp festival me chade hue hai krupya in par karwai kare 
@rpfwcr
 @RailwaySeva
 @RailMinIndia",2020,1,0,1,0,0,0,1
180,"I really appreciate that Indian railway is doing great, but somewhere passengers are facing problems regarding basic infrastructure i.e sign board! In 
@RatlamDRM
 there are bridges but no sign board there and accelerator also not working. Please have concern on this 
@RailMinIndia",2020,1,0,0,0,0,0,1
181,"Every part of india is open there is no fare of Corona but some really needed trains are still not running. For some route like Chhattisgarh to UP there is no train is running. 
@PiyushGoyal
 @RailMinIndia
 @PMOIndia
 @myogiadityanath
 @bhupeshbaghel",2020,1,0,0,0,0,0,1
182,"Passengers kindly note,
Train no:02577 #Darbhanga-Mysuru Superfast Special Train extended upto 26-01-2021
Train no:02578 #Mysuru-Darbhanga Superfast Special Train extended upto
29-01-2021
Follow covid norms of State/Central Government while travelling
#IndianRailways 
@SWRRLY",2020,1,0,0,0,0,0,0
183,"The Modi Mafia has destroyed Indian Economy & Indian Railways. But who out of the two is the worst minister:

A) 
@nsitharaman
 
B) 
@PiyushGoyal
 

#भटकी_रेल_EconomyFail",2020,1,0,0,0,0,0,1
184,"Foods like Appam & Egg curry, Porotta, Dosa, Puttu, Pazhampori & Bhaji have been removed from Menu at railway stations in Kerala.

Instead Indian Railways has added Rajma chawal, Chhole bhature, Pav bhaji & Khichdi to the Menu.

WTH is this? 
@PiyushGoyal",2020,1,0,0,0,0,0,1
185,"@RailwaySeva
 Please can you tell us why the train no 22686 is running late by 4 hours? I have booked from UBL to YPR. Who is responsible for this late? I will be late for my work as well. My pnr no 2305845214. 
@SWRRLY
 @RailMinIndia",2019,1,1,0,0,0,0,0
186,"For a Suvidha train supposedly a premium train, pricing alone cannot make it premium. Running horribly late, unclean toilets, rusted side tables, no TTE to check tickets, unreserved crowd getting in reserved need to be addressed. 
@RailMinIndia
 @indianrailway__
 @IRCTCofficial",2019,1,1,1,0,0,1,1
187,"1/2
12278 Shatabdi express mismanagement at its peak, inhuman behavior by Rail, people are left to starve, no solid food since 9 AM..12 hours late..complaints are closes saying we don't have pantry
@RailwaySeva
 @RailMinIndia
 @ABPNews
 @rpferhwh
 @IRCTCofficial
 @ndtv",2019,1,1,0,0,0,0,1
188,"#IndianRailways #shatabdisuperfastexpress #ConsumerForum 

17 hours and still going on stuck at Bhadrak Odisha. There is no chance for the train to leave by night. How long does it take to remove a pillar from tracks and normalise things?!!!",2019,1,1,0,0,0,0,0
189,"@AmitShah
 @narendramodi
 
Sir in Festival session, lots of passenger want to go back..
And elevator going up is not working... Results lots of difficulty (for senior citizen, children, women) N money to Kuli.... plz help 
@drmadiwr
 
@RailMinIndia
 @RailwaySeva",2019,1,0,0,0,0,0,1
190,"Dear 
@PiyushGoyal
 and 
@RailMinIndia
  please let me know how do you maintain to make train no 07049 to run always late?",2019,1,1,0,0,0,0,1
191,"12457 train late 1.5 hrs.. passengers have to stay at platform in this freezing weather.... So much of inconvenience. 
@PiyushGoyal
  @IRCTCofficial
  @RailwaySeva
 @RailMinIndia",2019,1,1,0,0,0,0,0
192,"Some passengers (B-3/63) have boarded from CDG in place of UMB (as per reserved ticket) in train no. 12450 but due to mutual settlement between TTE revenue loss to IR.
@drmumb 
@srdcmambala
 @RailMinIndia
 @RailwayNorthern
 @GM_NRly",2019,1,0,0,0,0,0,1
193,"@RailMinIndia
 I am having worst travelling nightmare in my life. I am travelling in cdg lko exp (15011) pnr no 2105881221. Currently my ticket stands as RAC and railway staff denied to provide any bedding despite chilling temperature of 2 degree. (1/n)",2019,1,0,0,0,0,0,1
194,"The #so_called #merger of #services #planned by the #govt in #Rlys is #more of a #conspiracy & #less of #stupidity
 https://kanafoosi.com/?p=877&frame-nonce=cf990dcf89…
@PiyushGoyal
@PiyushGoyalOffc
@PMOIndia
@RailMinIndia
@DoPTGoI
@NITIAayog",2019,1,0,0,0,0,0,1
195,"@SCRailwayIndia
 @RailMinIndia
 I booked a dormitary bed at Yeshwantpur. The details are Confirm TID: 6000953995 Ref No.: YPRRR1700153 DOJ: 29/12/2019 07:15:00 RR: YPR PAX: KAVITA Fare: 95.0 SC: 11.8. I am badly being bitten by bed bugs. I shifted from bed 9 to 11 and still. Shame.",2019,1,0,0,0,0,1,0
196,"@RailMinIndia
 PNR-6334363545
Trn:12565 I have observed this situation in last one week that this train reach right time at Kanpur. After this, it delayed by very much to reach NDLS. Today also it travels just 130 Kms in 4.45 hrs. Is it how we achieve punctuality in train timing",2019,1,1,0,0,0,0,0
197,"The way trains get predictably delayed between these stations can't be coincidence but some terrible system in between that no matter which train, which time of year or hour of day, problem comes from these stations only like no one from 
@RailMinIndia
 even trying",2019,1,1,0,0,0,0,1
198,"#IndianRailways 
@PiyushGoyal
 sir what is the value of our money train no. 12752  train with dianamic fare and late by 3 hours almost horrible condition of indian railway. Please do something.... 
Regards 
Indian citizens who are actually suffering",2019,1,1,0,1,0,0,1
199,"#IndianRailways mgr-Src Special train why it's is so delay today.
7:30hr late.same of you",2019,1,1,0,0,0,0,0
200,"RT 
@aarish_qpr
: RT 
@ChaudharyNoopur
: Don't want to see Indian Railways' future as that of BSNL/Air India!
Indeed Reforms are the need of hour But not in haste!!
Right reforms, Right direction with Right intention!! Save Railways!!
#GetTheReformsRight 
@PiyushGoyalOffc
@PMOIn
…",2019,1,0,0,0,0,0,1
201,"#IndianRailways 
22964 bvc bdts  SF express from Ahmedabad junction  to bandra terminus ..
In coach A1 there is no attendant to help us with a fresh pair of blankets",2019,1,0,0,0,0,0,1
202,"#IndianRailways #PiyushGoyal  Falaknuma Express 12704 coming from Hyderabad to Howrah, is standing at Cuttak Rail station for last 2 and half hours!!! No  announcement is going!!! Do you think railway passengers are not human being???",2019,1,1,0,0,0,0,0
203,#PiyushGoyal  #IndianRailways  my PNR is 4819532725.From morning 11.30 am to 4.00 pm Falaknama express(12704) is standing at Cuttak station!!! If their is issue how other trains you are passing???,2019,1,1,0,0,0,0,0
204,"I have booked ticket and it failed to complete ticket booking. It cut the amount from my account and ticket booking is not completed successfully. #IndianRailways #indianrailway    Now, it kills our time in calling and calling. Hope the concerned ministry resolve it.",2019,1,0,0,0,0,0,0
205,"Complain against 
@indianrailways
 and 
@RailMinIndia
 .saari train utter pradesh me aate hi let hone lagati h.reason kya h.aisa lagta h saare signal maintainer research karne lagate hai apane padhai http://par.my pnr no 4401650398.",2019,1,1,0,0,0,0,0
206,"Do you think private players will offer better passenger train services than #IndianRailways?

Read: Indian Railways: 150 private trains to run on 100 routes - https://bit.ly/2QwUDbI",2019,1,0,0,0,0,0,0
207,"MComplain against 
@indianrailways
 and 
@RailMinIndia
  train let hone ka jimma kaun lega. Train 3-4 ghante let chal rahi h.passenger ko destination pr aage k liye koi suvidha nahi ho raat me kaun jimma lega.passenger kaha jayega.",2019,1,1,0,0,0,0,1
208,"#indianrailways 
@IRCTC
 

Coach No. B-10 Train No. 22692, departed NZM on 28/12/2019 was stated not to have heating/warming facilities for foods etc. Also the hot
water for tea was not being served in insulated and water was being served in
paper cups despite repeated objections",2019,1,0,0,0,0,1,0
209,"Every ministry needs an independent finance/accounts department to ensure financial prudence and accountability. But merger in railways has removed this as well! 
#NotoIRMS
#dopt 
#SaveIndianRailways 
#SaveIndia 
#upsc 
#pmoindia 
@PiyushGoyal
 ",2019,1,0,0,0,0,0,1
210,#IndianRailways its harassment.....I never use rail in future#wrost journey of my life,2019,1,0,0,0,0,0,0
211,"#IndianRailways, no water in 19022 lucknow to bandra A1 toilet. Can somebody look",2019,1,0,0,0,0,1,0
212,"भारतीय रेल देश की लाइफ-लाइन है। अब भाजपा सरकार ने भारतीय रेल को भी सबसे बुरी हालत में लाकर खड़ा कर दिया है। कुछ दिनों बाद बाकी सरकारी उपक्रमों की तरह भाजपा सरकार रेलवे को भी बेंचना शुरू कर देगी। 

क्योंकि भाजपा सरकार की स्किल बनाना नहीं बेंचना है।",2019,1,0,0,0,0,0,1
213,"Indian Railways has selected 100 routes to run 150 private passenger train rakes and bids for the routes are likely to be invited next month 
@RailMinIndia
 
https://indsamachar.com/indian-railways-150-private-trains-to-run-on-100-routes/…
#IndianRailways",2019,1,0,0,0,0,0,0
214,"Why is Ladies Boggie  in  Express train like a match box ?
Indian Women do travel.
Today I traveled Ladies Dabba Lonavla to Dadar,#ChennaiExpress
#IndianRailways #EmpoweringIndianwomen
@PMOIndia",2019,1,0,0,0,0,0,0
215,"Piyush Goyal said that for the first time in its history, zero deaths had taken place on the Indian Railways.

But how do we reconcile this with the estimated eight deaths that occur per day on the tracks of the local Mumbai trains?",2019,1,0,0,0,0,0,0
216,"Train 13242 For the last two months I find that AC 2 and AC 3 passangers have to fetch their own bedding. There is no attendant. Tonight no blankets have yet been supplied. Its freezing. Help. 
@RailMinIndia
 @RailwaySeva",2019,1,0,0,0,0,0,1
217,"Train No. 51421 is stuck at kanhegaon from last 4 hours. What the hell is wrong? 
@RailMinIndia",2019,1,1,0,0,0,0,0
218,"#Jaipur |Railways installed 500 fog devices in trains. Yet trains are not operating on time. Railways loss 300 crore due to cancellation because of fog.
#IndianRailways #Fig #RevenueLoss #Rajasthan",2019,1,1,0,0,0,0,0
219,#IndianRailways: 150 Private trains to run on 100 routes - The Economic Times https://m.economictimes.com/industry/transportation/railways/indian-railways-150-private-trains-to-run-on-100-routes/articleshow/73011575.cms… #transformingindia,2019,1,0,0,0,0,0,1
220,"Dear 
@IRCTCofficial
  @RailMinIndia
  @PiyushGoyal
 
This is how your trains get cleaned across the country.
Your staff throws away garbage from the running trains 
Please train them and hire more people to do the work. #SwachhBharat  #IndianRailways",2019,1,0,0,0,0,1,0
221,"Indian Railways has selected 100 routes to run 150 private passenger train rakes
@RailNf
 @RailMinIndia
 @EasternRailway
 @WesternRly
 @PiyushGoyal
 
https://nenow.in/north-east-news/2-private-trains-to-run-from-guwahati-to-outside-northeast.html…",2019,1,0,0,0,0,0,0
222,"Indian Railways: 150 private trains to run on 100 routes. Path has been cleared to engage private operators to end Railways' long monopoly in running passenger trains.
@shantanunandan2
 https://m.economictimes.com/industry/transportation/railways/indian-railways-150-private-trains-to-run-on-100-routes/articleshow/73011575.cms…",2019,1,0,0,0,0,0,1
223,"Kindly please look in to this matter, We are travelling by 12956 from Vikramgarh alot to Mumbai,We are hereby facing a lot of problem  due to local passengers sleeping all around in reservation coach From S-9,S-8 and not even able to sleep properly  
@RailMinIndia
 @PiyushGoyalOffc",2019,1,0,1,0,0,0,0
224,"@PiyushGoyal
@railways_india
 
@KumarBoard 
why train is 3 hrs late in traveling just 75 kms?

Will 
@RailMinIndia
 blame fog?
when there is a will, there is a way.
If we choose to run on time, WE CAN.
@GM_NRly
 
@gmner_gkp
 
is inter zone rivalary is delaying the trains?",2019,1,1,0,0,0,0,0
225,"...

There's no mercy to the Passengers Trains by #IndianRailways being delayed always.

4+ Hours Delays ?

57305 - #Kacheguda to #Guntur 

Why don't 
@SCRailwayIndia
 @PiyushGoyal
 had they ever boarded these Passengers Trains to understand the agony?",2019,1,1,0,0,0,0,0
226,"@PiyushGoyal
 @RailMinIndia
 plz close the rail madad where you cannot complain more than three times a day",2019,1,0,0,0,0,0,1
